"global_turn_id";"query";"target_answer";"alex_answer";"step_text";"recipe_title";"is_ingredient_list";"gpt-3"
"88_9";"Alexa what should I use to lubricate the bowl?";"butter.";"To lubricate the bowl, use butter.";"For the Filling: In a medium bowl, stir together walnuts, flour, sugar, and salt. Add butter and vanilla extract and, using a rubber spatula, stir until clumpy paste forms and no dry flour remains, about 30 seconds. Cover and store at room temperature until ready to assemble.";"Gata (Armenian Coffee Cake)";"False";"For the Filling: In a medium bowl, mix together walnuts, flour, sugar, and salt. Add butter as a lubricant and vanilla extract and stir until a clumpy paste forms and no dry flour remains, about 30 seconds. Cover and store at room temperature until ready to assemble."
"7_13";"where does the filling go in the center of?";"dough.";"The filling goes in the center of the dough.";"Place filling in center of dough and, using clean hands and rubber spatula, spread into an even 5-inch round disc, leaving a 3 1/2-inch border of dough on all sides. Starting at one edge, using your hands, fold and pleat dough over filling toward center, working your way around disc. Pinch and press pleats together to fully enclose filling. Press top of dough gently to form an even 6-inch round. Invert so seam side is facing down and, using a rolling pin, gently roll into an even 9-inch round. Carefully transfer to a rimmed baking sheet lined with parchment or a silicone baking mat.";"Gata (Armenian Coffee Cake)";"False";"The filling should go in the center of the dough before it is folded and pleated to fully enclose it, then pressed to form an even 6-inch round before being rolled into an even 9-inch round and transferred to a rimmed baking sheet lined with parchment or a silicone baking mat."
"60_3";"what type of knife should I use to scrape the seeds?";"paring knife.";"To scrape the seeds, use a paring knife.";"Roast the Pumpkins and Squash: Adjust oven rack to center position and preheat to 350°F (180°C). Line a rimmed baking sheet with parchment paper. Working with one pumpkin at a time, use a sharp paring knife to cut the top of the pumpkin off in one piece (as when making a jack-o'-lantern). Carefully run knife along the cavity of the pumpkin to loosen seeds and stringy pulp, then use a spoon to scoop them out and scrape the cavity clean. Using the paring knife, scrape seeds and pulp from the tops as well. Discard seeds and pulp or reserve for another use (try roasting the seeds with one of our seasoning combinations for a snack). Repeat with remaining pumpkins.";"Thanksgiving Stuffed Roast Pumpkins Recipe";"False";"Use a paring knife to scrape the seeds and pulp from the pumpkins."
"11_6";"how long do I cook the chicken wings and vegetables for?";"about 40 minutes.";"You should cook them until they are completely tender. This takes about 40 minutes.";"Add chicken, tomatillos, onion, peppers, chicken stock, oregano, epazote (if using), and a large pinch of salt to the Dutch oven. Bring to a boil over high heat then reduce to a bare simmer. Cook, stirring occasionally, until chicken and vegetables are completely tender, about 40 minutes.";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"False";"Simmer the chicken wings and vegetables in a Dutch oven for about 40 minutes, or until the chicken and vegetables are completely tender."
"39_4";"how many inches does the foil boat need to be?";"9- by 13-inch with 1-inch sides.";"It should be a 9- by 13-inch foil boat with 1-inch sides.";"In the center of a rimmed baking sheet, create a roughly 9- by 13-inch aluminum-foil boat with 1-inch sides, and set aside. (Alternatively, if you have a 1/4 rimmed baking sheet, use that instead, omitting foil.) In a medium mixing bowl, stir together yogurt, garam masala, salt, black salt, grated ginger, and ground fenugreek leaves.";"Butter Chicken Recipe";"False";"For this recipe, you will need to create a 9- by 13-inch aluminum-foil boat with 1-inch sides."
"22_3";"how long do I cook this for?";"about 30 minutes.";"Roast this for about 30 minutes until a knife meets little resistance when inserted into a piece of tomato.";"Adjust oven rack to upper middle position and preheat oven to 375°F (190°C). In a large baking dish, combine potatoes, rosemary, and 2 tablespoons (30ml) olive oil. Season with salt and pepper, then toss to combine. Spread potatoes in an even, single layer. Roast until a knife meets little resistance when inserted into a piece of potato, about 30 minutes. Set baking dish aside to cool; keep oven on.";"Roman Rice-Stuffed Tomatoes (Pomodori al Riso) Recipe";"False";"Roast the potatoes for about 30 minutes or until a knife meets little resistance when inserted into a piece of potato."
"18_9";"what did I need to add off heat?";"soy sauce, butter, and lemon juice.";"Off heat, you need to whisk in soy sauce, butter, and lemon juice.";"Meanwhile, heat remaining 1 tablespoon (15ml) oil in a small saucepan over high heat until shimmering. Add chicken backbone and cook, stirring frequently, until well browned, about 3 minutes. Add onion, carrot, and celery and cook, stirring frequently, until beginning to brown, about 3 minutes. Add bay leaf and deglaze with vermouth or sherry and 1 cup (240ml) water, using a wooden spoon to scrape up any browned bits from bottom of pan. Reduce heat to maintain simmer and cook for 20 minutes. Strain out solids and return liquid to pan. Boil over medium-high heat until approximately 1/3 cup (80ml) remains, about 7 minutes. Whisk in soy sauce, butter, and lemon juice off heat. Season to taste with salt and pepper.";"Spatchcocked (Butterflied) Roast Chicken Recipe";"False";"Add the soy sauce, butter, and lemon juice to the pan once the heat is turned off."
"3_20";"Alexa what should I uncover?";"pot.";"Uncover the pot.";"Sprinkle the saffron-infused milk over the rice, followed by the rosewater and the pandan water. Garnish the top of the rice with the reserved caramelized onions. Cover the Dutch oven with two sheets of aluminum foil and crimp the overhang to form a tight seal, place the lid over the foil, and place the Dutch oven in the preheated oven for 20 minutes to let the rice steam. Remove from the oven and let stand for 5 minutes. Uncover the pot and carefully peel off the aluminum seal. Use a fork to loosen the rice a little and serve immediately straight from the Dutch oven. Alternatively, biryani can be transferred to a platter and served.";"Lamb Biryani With Saffron, Yogurt, and Caramelized Onions Recipe";"False";"Remove the lid and carefully remove the aluminum foil seal from the Dutch oven."
"31_11";"what should I put the mixture into?";"work bowl.";"Put the mixture to the work bowl of a food processor.";"Spread beans on a foil or parchment-lined rimmed baking sheet in an even layer. Transfer to oven and roast, stirring occasionally, until beans are mostly split open and outer skins are beginning to get crunchy, about 35 minutes. Transfer mixture to the work bowl of a food processor and set aside. Increase oven temperature to 425°F.";"Vegetables Wellington (The Ultimate Vegan Plant-Based Holiday Roast) Recipe";"False";"Transfer the roasted bean mixture to a work bowl of a food processor and set aside."
"81_18";"how long does emulsification take?";"about 1 minute.";"Butter and pasta water emulsify in about 1 minute.";"Place the skillet over high heat and cook, shaking the pan and gently stirring the gnudi until the butter and pasta water emulsify into a creamy sauce, about 1 minute. Season to taste with salt.";"Ricotta and Black Pepper Gnudi With Sage and Brown Butter Recipe";"False";"It takes about one minute to emulsify butter and pasta water into a creamy sauce."
"48_4";"what do I have to press up the sides of the Wok?";"rice.";"Press all the rice up the sides of the wok.";"Return all the rice to the wok and press it up the sides, leaving a space in the middle. Add 1/2 tablespoon (7ml) oil to the space. Add onion, carrot, scallions, and garlic and cook, stirring gently, until lightly softened and fragrant, about 1 minute. Toss with rice to combine. Add soy sauce and sesame oil and toss to coat. Season to taste with salt and white pepper.";"Easy Fried Rice Recipe";"False";"To press the rice up the sides of the wok, add 1/2 tablespoon (7ml) oil to the middle of the wok, followed by onion, carrot, scallions, and garlic and cook, stirring gently, until lightly softened and fragrant. Once the vegetables are cooked, toss the rice with the vegetables to combine, and then add soy sauce and sesame oil to coat. Finally, season to taste with salt and white pepper."
"60_16";"what do I need to mix the ingredients together?";", whisk.";"For mixing the ingredients together you could use a whisk.";"Make the Spiced Cream: After squashes have cooled and kabocha is mashed, whisk together cream, milk, cinnamon, paprika, nutmeg, ginger, and cloves in a large liquid measuring cup. Season to taste with salt and pepper.";"Thanksgiving Stuffed Roast Pumpkins Recipe";"False";"You will need a whisk to mix together the cream, milk, cinnamon, paprika, nutmeg, ginger, and cloves."
"38_23";"how long do I cook the sage leaves for?";"2 minutes.";"After adding the 8 sage leaves, fry the mixture 1 to 2 minutes longer.";"Meanwhile, in a small saucepan, melt butter over medium-high heat until foaming subsides, 2 to 3 minutes. Add remaining 8 sage leaves and fry, gently swirling, until milk solids in butter turn a hazelnut-brown color, 1 to 2 minutes longer. Remove from heat. Using a slotted spoon, transfer sage leaves to a paper towel–lined plate.";"Pressure Cooker Butternut Squash Risotto With Frizzled Sage and Brown Butter Recipe";"False";"Fry the 8 sage leaves in melted butter, swirling gently, until the milk solids in the butter turn a hazelnut-brown color, for 1 to 2 minutes."
"11_2";"what is the temperature I need to cook the pumpkin seeds?";"medium-high heat.";"You need to heat pumpkin seeds over medium-high heat.";"For the Soup: Heat pumpkin seeds in the base of a large Dutch oven over medium-high heat, stirring constantly, until they start to pop and smell nutty, about 4 minutes. Transfer pumpkin seeds to a bowl and set aside.";"Pozole Verde de Pollo (Green Mexican Hominy and Chicken Soup) Recipe";"False";"To cook the pumpkin seeds, heat them in a Dutch oven over medium-high heat, stirring constantly, for 4 minutes."
